url_length,count_dots,count_hyphens,count_at,count_question,is_https,keyword_count
47,2,1,0,0,1,0
41,2,1,0,0,0,0
41,2,1,0,0,1,0
44,2,1,0,0,0,0
42,2,1,0,0,1,0
43,2,1,0,0,0,0
46,2,1,0,0,1,0
33,2,1,0,0,0,0
37,2,1,0,0,1,0
45,2,1,0,0,1,0
43,2,1,0,0,1,0
53,3,3,0,0,1,0
45,3,3,0,0,1,0
45,3,3,0,0,1,0
46,3,3,0,0,1,0
53,3,3,0,0,1,0
74,3,3,0,1,1,0
45,3,3,0,0,1,0
24,1,1,0,0,1,0
33,2,1,0,0,1,0
68,3,2,0,0,1,0
29,1,0,0,0,1,0
27,1,0,0,0,1,0
48,2,0,0,1,1,0
44,2,0,0,0,1,0
84,2,1,0,0,0,0
76,2,1,0,0,0,0
41,2,0,0,0,0,0
36,2,1,0,0,0,0
35,2,0,0,0,0,0
79,2,1,0,1,0,0
35,2,1,0,0,0,0
35,2,0,0,0,0,0
56,2,2,0,0,1,0
36,2,1,0,0,0,0
86,2,3,0,1,0,0
36,2,1,0,0,0,0
91,2,7,0,0,1,0
44,2,1,0,0,0,0
78,2,1,0,1,1,0
47,2,2,0,0,0,0
37,1,0,0,0,0,0
34,1,1,0,0,1,0
34,1,0,0,1,1,0
28,1,1,0,0,1,0
44,2,1,0,0,1,0
33,2,1,0,0,0,0
34,1,0,0,0,1,0
36,2,0,0,0,1,0
23,2,0,0,0,1,0
48,2,3,0,0,1,0
48,2,2,0,0,1,0
42,2,2,0,0,1,0
43,2,0,0,0,1,1
25,2,0,0,0,1,0
28,2,0,0,0,1,0
28,2,0,0,0,1,0
40,2,2,0,0,1,0
29,2,0,0,0,1,0
27,2,0,0,0,1,0
40,2,2,0,0,1,0
45,2,2,0,0,1,0
34,2,0,0,0,1,0
38,2,1,0,0,1,0
41,2,2,0,0,1,0
59,2,1,0,0,1,1
41,2,2,0,0,1,0
40,1,0,0,1,1,0
71,2,1,0,0,1,0
59,2,1,0,1,1,0
65,2,1,0,0,1,0
36,2,1,0,0,1,0
63,3,0,0,0,1,0
41,2,1,0,0,1,0
39,1,0,0,1,1,0
